,series_name,track_id
0,Silicon Valley,4ZnKSrukEcPuMxGrcZEEh1
1,Silicon Valley,21dqFB02mxFTW7OuWJVO5W
2,Silicon Valley,559g47APeiUpNtX6xhxZhi
3,Silicon Valley,2GyrPQuduYEBO1oPLzair5
4,Silicon Valley,126s9Yi5rRxPt6GEWrmXAF
5,Silicon Valley,4IF1Et3YM0VjgeHEtmCKz2
6,Silicon Valley,0SUzpkI6GWBCQeHbmEXyz2
7,Silicon Valley,2r6JhvSzpVZ2UaHPMptWRO
8,Silicon Valley,1F0MB3HekJ2boPnZsowdRg
9,Silicon Valley,0sAJQqc0wyYJD3v4Odt0Ga
10,Silicon Valley,2MfiUy311FNVeoI0crQDmE
11,Silicon Valley,4jjhUjvxb0ry7jQMj732nj
12,Silicon Valley,6MhXdULbWR25w14Q6Mj8Fp
13,Silicon Valley,67P7Mi7VioY6cZ4AVQ7MrP
14,Silicon Valley,60Q9BrLMk96wLHiZeSUFYk
15,Silicon Valley,2jAWe3VrCAzKf3JPZEj6t3
16,Silicon Valley,6TdoDstYM40wBaBmIzArij
17,Silicon Valley,46eQHV4f5npqYBYviCrG8V
18,Silicon Valley,1H5tvpoApNDxvxDexoaAUo
19,Silicon Valley,7uS1nm63bTYS9qRS99n7Uy
20,Silicon Valley,6H38Ea6neHRvw43XMn6MmM
21,Silicon Valley,26vQ7gqMFpKWOcU4C1bn3q
